kind	id	status	source	evidence_or_required_work
parser	CL_TYPE_APM	pending	libclamav/apm.c	null parser contexts remain CL_ENULLARG, and a recognized APM parser with no input fmap now returns CL_EPARSE while a valid fmap without the required engine returns CL_ENULLARG before partition limits or nested dispatch; missing-map results mark the layer incomplete and record a sticky reason; fixed-size DDM, fallback, table, entry, and intersection reads are range-preflighted so truncated structures remain format errors while fully in-range callback failures preserve CL_EREAD and mark the layer incomplete; partition-intersection tracking allocation failure now marks the required walk incomplete before returning CL_EMEM; the declared partition-map extent is validated before entry reads, and table and partition block-coordinate conversion and old-school scaling are checked before native-size offsets or nested scans; partition-table and intersection traversal honor the shared scan deadline; inclusive normal and intersection walks use uint64_t counters so the full uint32_t MaxPartitions setting cannot wrap a terminal iteration back to zero; fixed-width APM name/type diagnostics use precision-bounded formatting and the intersection index is explicitly converted to the matching unsigned format; fixed-width partition names are copied into a 33-byte NUL-terminated buffer before nested fmap metadata duplication, and the current four-block corpus fills the name and type fields completely while requiring the exact nested child match; the focused production-linked apm_map TCase covers null-context, missing-map, and in-range partition-read failure boundaries; the current-source production-linked `apm` case passes 5/5 across partition limits, truncated driver map, invalid partition, table-boundary, and native-coordinate overflow; `apm_map` passes 3/3 for null-context, missing-map, and in-range partition-read failures; the isolated current-source production-linked `apm_corpus` case passes 1/1 over a valid four-block Apple Partition Map with one payload partition and exact nested child matching; the shared current-source production-linked `partition_map` case passes 4/4 for MBR/GPT/APM missing-engine and existing missing-map/native-coordinate boundaries; the current-source APM object compiles with warning-enabled GCC, and the disposable production-library ASan/UBSan full-width-name runner passes without a finding; test_apm_fixed_width_debug_fields_are_bounded is registered and source-guarded; complete APM partition corpus, sanitizer, production-CVD/service, materialized large-file, certified Linux x86-64, Sonic1, and explicit completion evidence remain required
parser	CL_TYPE_ARJ	pending	libclamav/unarj.c	ARJ header admission now distinguishes a null parser context (CL_ENULLARG) from a recognized layer with no input fmap (CL_EPARSE plus sticky incomplete state) and a null output-size argument; signature admission preflights its complete two-byte range so truncated candidates remain CL_EPARSE while in-range fmap callback failures preserve CL_EREAD; fixed main/file header ranges and bounded filename/comment string windows now preserve CL_EREAD for fully in-range fmap callback failures while short ranges and missing terminators remain format/parse failures, and the string windows are now limited exactly to the declared header remainder so terminators outside the declared header cannot be consumed; compressed bit-window exhaustion now returns CL_EFORMAT instead of synthesizing zero padding after the declared compressed member; compressed bit-window, stored-member, header/member range, extraction/limit, decoder-buffer allocation, and materialized-output failures are fail-visible; extracted output must be a regular file whose size exactly matches the declared original size before nested scanning; stored and compressed extraction now converts and validates the declared original CRC-32 by streaming a checksum over every successfully written output chunk, rejecting mismatches with CL_EUNPACK before nested dispatch; temporary admission, stored-copy and decompressor writes, header traversal, and both decompression loops now honor the shared deadline, with an explicit nested-scan handoff check; ARJ temporary-output close and temporary-directory cleanup now use the shared cleanup-status precedence helper so CL_EWRITE/CL_EUNLINK remain fail-visible, CL_BREAK is upgraded, and detections or earlier parser errors are preserved; metadata offset advances for variable header and extended-header fields are range-checked before movement, and encrypted members cannot skip beyond the input map; main/file-header diagnostics now use an explicit empty-string fallback when normalized comment storage is absent; the focused current-source encrypted-member harness returns CL_EFORMAT with incomplete, non-cacheable state; the focused production-linked `arj_compressed` regression passes 1/1 for truncated compressed-member rejection; the established current-source production-linked `arj` case passes 10/10 across truncated main headers/signatures, truncated stored members/extraction, timeout, stored-member read failure, output-size mismatch, member limit, temporary limit, and materialized clam.arj nested-MZP detection; timeout preserves the canonical `Heuristics.Limits.Exceeded.MaxScanTime` reason; `arj_map` passes 4/4 for context/map and declared-header string/read boundaries, and the new empty-comment diagnostic regression is registered/source-guarded with a current-source production-library runner pass; the new wrong-CRC public regression is source-registered and source-guarded, and its current-source direct parser GCC ASan/UBSan accounting runner passes, while coherent public scanner relink/execution remains pending; complete ARJ corpus, sanitizer, certified Linux x86-64, materialized large-file, production-CVD/service, and Sonic1 qualification remain required
parser	CL_TYPE_ARJSFX	pending	libclamav/scanners.c	ARJ-SFX admission preserves confirmed malformed and in-range read failures as fail-visible results while structurally disproven weak candidates are rejected without poisoning the root scan; confirmed SFX extraction inherits the ARJ temporary-output, CRC-validation, and temporary-directory cleanup status contract, and the valid stored-member fixture declares the CRC-32 of its exact child payload; current-source production-linked GCC arjsfx passes 4/4 for weak-candidate rejection with clean cacheable state, valid prefixed SFX admission with exact nested-child matching, truncated confirmed main-header CL_EPARSE, and in-range header callback CL_EREAD, with clean verdict state and fmap non-cacheability on both confirmed failures; full ARJ-SFX corpus, parser-family qualification, sanitizer, certified Linux x86-64, materialized large-file, production-CVD/service, Sonic1, and explicit completion evidence remain required
parser	CL_TYPE_AUTOIT	pending	libclamav/scanners.c	the confirmed AutoIt parser entry now uses bytewise big-endian reads for decoded EA05/EA06 output sizes, avoiding unaligned type-punned loads; it distinguishes a null context (CL_ENULLARG) from a recognized layer (CL_EPARSE plus sticky incomplete state), and the weak header-admission helper now makes the same distinction while remaining a non-confirming probe; the direct header checker now marks the layer incomplete and non-cacheable when its initial version-byte fmap read fails, preserving CL_EREAD; member traversal, compressed decoding, script-token traversal, output admission, writes, and nested handoff honor the shared deadline and preserve CL_ETIMEOUT; non-script stored and compressed members use bounded history/file-backed output; EA06 decoded script input uses bounded pread windows and decompiled output uses a 64 KiB quota-accounted spool, with decoded-input and output reservations overlapping until decompilation completes and the output reservation held through nested scanning; temporary creation, allocation, limit, short-read/write, and cleanup failures remain fail-visible; EA05/EA06 descriptor close, member unlink, and temporary-directory cleanup use the shared cleanup-status precedence helper, preserving CL_EWRITE versus CL_EUNLINK, upgrading CL_BREAK, and retaining detections or earlier parser errors; the EA06 diagnostic buffer is explicitly NUL-terminated at the printable length returned by u2a() before the decrypted magic is logged; only the EA05 format-defined 4 GiB output boundary remains explicit; the isolated production-linked autoit_map TCase covers missing-map admission, malformed EA06 member admission, expired-context timeout, direct version/header read failures, and public CL_TYPE_AUTOIT in-range header read failure, while the direct helper regression now covers both initial-version and larger-signature read failures with sticky incomplete state; the current-source GCC helper harness linked against the existing production shared library passes both helper outcomes; the current-source production-linked autoit_sfx TCase passes 1/1 for a valid prefixed MZ-rooted AutoIt EA05 signature whose exact child marker is reached only after embedded AutoIt admission; the current-source production-linked autoit_corpus TCase passes 1/1 over build-generated EA05 stored/compressed and EA06 script fixtures; the EA05 cases reach exact nested ABCD matchers and the EA06 case completes with the 65,557-byte script oracle; dispatch still requires parser-family qualification and complete corpus evidence
parser	CL_TYPE_BINARY_DATA	pending	libclamav/scanners.c	binary-data dispatch retains the mandatory outer raw matcher and the no-parser path scans the current fmap through the generic signature root; the isolated current-source production-linked GCC binary_data TCase passes 1/1 over a 65,556-byte synthetic binary payload whose exact-tail custom matcher is reached through public CL_TYPE_BINARY_DATA dispatch; broader raw-signature families, ingress parity, sanitizer, certified Linux x86-64, materialized large-file, production-CVD/service, Sonic1, and release qualification remain required
library	mydoom-map	pending	libclamav/special.c	Mydoom log detector entry now distinguishes a null context (CL_ENULLARG) from a recognized layer with no input fmap (CL_EPARSE plus sticky incomplete state); the focused production-linked mydoom_map TCase covers missing-map, null-context, and in-range detector-window read-failure boundaries plus a valid two-record detector corpus through public CL_TYPE_BINARY_DATA dispatch with the expected heuristic alert; the detector keeps mapped input windows byte-oriented, and the intentionally unaligned 64-byte regression is source-guarded; the current-source special.c object compiles warning-clean with the production GCC flags, and an isolated ASan/UBSan runner passes the unaligned fixture; compiled detector corpus and raw-dispatch qualification remain required
parser	CL_TYPE_BINHEX	pending	libclamav/scanners.c	BinHex direct entry now distinguishes a null context (CL_ENULLARG) from a recognized layer with no input fmap (CL_EPARSE plus sticky incomplete state); data/resource fork lengths use bytewise big-endian decoding so high-bit length bytes do not rely on undefined signed shifts, and cleanup status is carried as cl_error_t; encoded-input fmap failures and data/resource temporary-output creation, short-write, or nested-scan rewind failures now mark the layer incomplete and non-cacheable; decoded header length is checked before data/resource lengths are read, so truncated headers cannot derive limits from uninitialized decoded bytes; main decode and run-length traversal honor the shared scan deadline; data/resource fork output re-checks the deadline after temporary admission, immediately before writes, and before nested handoff; close cleanup failures now return CL_EWRITE, unlink failures return CL_EUNLINK, clean/verified/break statuses are upgraded while detections and earlier parser failures are preserved, and all cleanup failures remain incomplete/non-cacheable; the current-source BinHex object passes the production warning-enabled GCC syntax check, and a fresh coherent current-source production-linked GCC binhex_map TCase passes 11/11; source guards cover the new cleanup precedence and the existing cleanup regression; parser-family corpus, sanitizer, certified Linux x86-64, materialized large-file, production-CVD/service, and Sonic1 qualification remain required
library	binhex-map	pending	libclamav/binhex.c	BinHex direct parser entry now rejects a null context with CL_ENULLARG and a missing input fmap with CL_EPARSE plus sticky incomplete state; focused production-linked binhex_map coverage exercises malformed header/data/resource boundaries, timeout, temporary quota, cleanup, and encoded-input read failure; compiled encoded-document corpus and parser-family qualification remain required
parser	CL_TYPE_BZ	pending	libclamav/scanners.c	BZip2 streaming input distinguishes in-range fmap callback failures (CL_EREAD) from genuine premature EOF/decode failures; concatenated streams are reinitialized only after BZ_STREAM_END, decoder no-progress is fail-visible, and bounded output/temporary accounting rejects expired reservations and re-checks the deadline immediately before each write; shared compressed-temp cleanup now preserves the distinction between CL_EWRITE close and CL_EUNLINK unlink failures, upgrades clean, verified, and CL_BREAK statuses, and preserves detections and earlier parser/resource errors; current-source production-linked bz_map passes 4/4 for compressed truncation, shared compressed-input callback failure, GZip-only input callback failure, and HTML input read failure; a six-check bz_core re-run in the reused harness passes 4/6, while its two materialized corpus detections return CL_EPARSE under both current and pre-change scanner links and are not accepted as fresh corpus evidence; sanitizer, Linux x86-64, materialized large-file, production-CVD/service, Sonic1, and parser-family qualification remain required
parser	CL_TYPE_CABSFX	pending	libclamav/scanners.c	current source and source guards now define 3 public-API CABSFX checks: a valid prefixed CAB SFX is admitted through the CABSFX dispatch branch and its extracted child reaches an exact offset-0 matcher; a confirmed CAB-SFX header whose declared extent exceeds the containing map returns CL_EPARSE with a clean verdict and non-cacheable fmap; and an in-range fixed-header callback failure returns CL_EREAD with a clean verdict and non-cacheable fmap; the current-source production-linked GCC cabsfx TCase passes 3/3 across all three cases; complete CAB/SFX corpus, sanitizer, certified Linux x86-64, materialized large-file, production-CVD/service, Sonic1, parser-family qualification, and explicit completion evidence remain required
parser	CL_TYPE_CPIO_CRC	pending	libclamav/cpio.c	null parser contexts return CL_ENULLARG, while recognized CPIO layers with missing input maps return CL_EPARSE and recognized fmaps without the required engine now return CL_ENULLARG before variant traversal; missing-map results mark incomplete; CPIO fixed-header and member-name reads distinguish in-range fmap callback failures (CL_EREAD) from impossible/truncated coordinates (CL_EPARSE); zero name sizes are rejected as malformed; newc/CRC fixed-width name-size and file-size fields require exact hexadecimal digits, while CRC checksum fields are strictly parsed and member bytes are summed through fixed 64 KiB fmap windows with deadline, range, and callback-failure classification; mismatch, malformed syntax, truncated data, and injected in-range checksum reads remain incomplete/non-cacheable, while a nested detection retains precedence over checksum failure; exact child-offset and EOF-relative signatures prove member matcher handoff through more than two checksum windows; member traversal honors the shared scan deadline; all header/name/data advances use checked native-width arithmetic, while native-width member sizes and checked alignment prevent narrow-field padding wrap; current-source production-linked CPIO direct boundary runner passes 15/15 across CRC checksum/member matching, checksum mismatch/read failure, 64 KiB-window tail matching, malformed/unterminated names and numeric fields, timeout, missing-map/engine admission, header/member range failures, and read failures; the legacy four-file materialized corpus recheck remains open because each original 1 KiB old-binary (both endian), NEWC, and ODC fixture returns CL_EPARSE after downstream InstallShield/PE admission without a Cpio.Member.MZ alert, while known-valid replacement containers pass 16/16; cpio_map passes 5/5 and cpio_numeric 3/3; current-source production-linked cpio_crc passes 4/4 after direct compiled matcher setup for nested exact, checksum-mismatch precedence, multi-window EOF-tail, and checksum-read-failure coverage; parser-family qualification and complete corpus evidence remain required
library	cpio-old-size-arithmetic	bounded	libclamav/cpio.c	Legacy binary CPIO member-size assembly widens the high 16-bit word before shifting and keeps the low word explicitly unsigned, avoiding signed integer-shift undefined behavior for large declared members; test_cpio_old_high_word_size_is_fail_visible exercises a declared 4 GiB member against a short map, and the current-source GCC ASan/UBSan direct parser runner returns CL_EPARSE with sticky incomplete/non-cacheable state and no sanitizer finding; complete CPIO corpus, coherent public TCase, production-CVD/service, materialized-large-file, certified Linux x86-64, Sonic1, parser-family, and release qualification remain required
parser	CL_TYPE_CPIO_NEWC	pending	libclamav/cpio.c	null parser contexts return CL_ENULLARG, while recognized CPIO layers with missing input maps return CL_EPARSE and recognized fmaps without the required engine now return CL_ENULLARG before variant traversal; missing-map results mark incomplete; CPIO fixed-header and member-name reads distinguish in-range fmap callback failures (CL_EREAD) from impossible/truncated coordinates (CL_EPARSE); zero name sizes are rejected as malformed; fixed-width name-size and file-size fields require exact hexadecimal digits instead of permissive prefixes; member traversal honors the shared scan deadline; all header/name/data advances use checked native-width arithmetic, while native-width member sizes and checked alignment prevent narrow-field padding wrap; current-source production-linked CPIO direct boundary runner passes 15/15 across CRC checksum/member matching, checksum mismatch/read failure, 64 KiB-window tail matching, malformed/unterminated names and numeric fields, timeout, missing-map/engine admission, header/member range failures, and read failures; the legacy four-file materialized corpus recheck remains open because each original 1 KiB old-binary (both endian), NEWC, and ODC fixture returns CL_EPARSE after downstream InstallShield/PE admission without a Cpio.Member.MZ alert, while known-valid replacement containers pass 16/16; cpio_map passes 5/5 and cpio_numeric 3/3; parser-family qualification and complete corpus evidence remain required
parser	CL_TYPE_CPIO_ODC	pending	libclamav/cpio.c	null parser contexts return CL_ENULLARG, while recognized CPIO layers with missing input maps return CL_EPARSE and recognized fmaps without the required engine now return CL_ENULLARG before variant traversal; missing-map results mark incomplete; CPIO fixed-header and member-name reads distinguish in-range fmap callback failures (CL_EREAD) from impossible/truncated coordinates (CL_EPARSE); zero name sizes are rejected as malformed; fixed-width name-size and file-size fields require exact octal digits instead of permissive prefixes; member traversal honors the shared scan deadline; all header/name/data advances use checked native-width arithmetic, while native-width member sizes prevent narrow-field coordinate wrap; current-source production-linked CPIO direct boundary runner passes 15/15 across CRC checksum/member matching, checksum mismatch/read failure, 64 KiB-window tail matching, malformed/unterminated names and numeric fields, timeout, missing-map/engine admission, header/member range failures, and read failures; the legacy four-file materialized corpus recheck remains open because each original 1 KiB old-binary (both endian), NEWC, and ODC fixture returns CL_EPARSE after downstream InstallShield/PE admission without a Cpio.Member.MZ alert, while known-valid replacement containers pass 16/16; cpio_map passes 5/5 and cpio_numeric 3/3; parser-family qualification and complete corpus evidence remain required
parser	CL_TYPE_CPIO_OLD	pending	libclamav/cpio.c	null parser contexts return CL_ENULLARG, while recognized CPIO layers with missing input maps return CL_EPARSE and recognized fmaps without the required engine now return CL_ENULLARG before variant traversal; missing-map results mark incomplete; CPIO fixed-header and member-name reads distinguish in-range fmap callback failures (CL_EREAD) from impossible/truncated coordinates (CL_EPARSE); zero name sizes are rejected as malformed; member traversal honors the shared scan deadline; all header/name/data advances use checked native-width arithmetic, while native-width member sizes and checked alignment prevent narrow-field padding wrap; current-source production-linked CPIO direct boundary runner passes 15/15 across CRC checksum/member matching, checksum mismatch/read failure, 64 KiB-window tail matching, malformed/unterminated names and numeric fields, timeout, missing-map/engine admission, header/member range failures, and read failures; the legacy four-file materialized corpus recheck remains open because each original 1 KiB old-binary (both endian), NEWC, and ODC fixture returns CL_EPARSE after downstream InstallShield/PE admission without a Cpio.Member.MZ alert, while known-valid replacement containers pass 16/16; cpio_map passes 5/5; parser-family qualification and complete corpus evidence remain required
parser	CL_TYPE_CRYPTFF	pending	libclamav/scanners.c	chunked decryption uses bounded temporary output and quota accounting; parser entry, source traversal, shared output reservation, and each materialized write honor the shared deadline and preserve CL_ETIMEOUT through cleanup; current-source production-linked cryptff passes 3/3 for staging write/close, temporary quota, and expired time-limit boundaries, while cryptff_api passes 1/1 for a public CL_TYPE_CRYPTFF in-range source read failure with CL_EREAD, clean verdict, and non-cacheability; parser-family qualification and explicit completion evidence remain required
parser	CL_TYPE_DMG	pending	libclamav/scanners.c	the DMG direct parser now distinguishes a null context (CL_ENULLARG) from a recognized layer with no input fmap (CL_EPARSE plus sticky incomplete state) or engine (CL_ENULLARG); trailer, XML, and streamed stripe fmap reads preserve `CL_EREAD` for in-range backing callback failures, while truncated or out-of-range requested ranges are classified as `CL_EPARSE` and remain non-cacheable; each decoded blkx metadata block is validated, reconstructed, scanned, and released before the next XML block is decoded, so metadata retention is bounded to one block; metadata above 64 MiB is read from its spool and valid unsorted stripe tables use a quota-accounted bounded external merge sort; retained in-memory stripe records are converted from big-endian exactly once before the multi-pass reconstruction walk; XML staging, metadata sorting, partition reconstruction, and bounded stripe output honor the shared scan deadline and preserve `CL_ETIMEOUT`; DMG XML, external-sort, reconstructed-partition, and temporary-directory close/unlink cleanup now use the shared cleanup-status precedence helper so CL_EWRITE/CL_EUNLINK remain fail-visible, CL_BREAK is upgraded, and detections or earlier parser errors are preserved; the current-source GCC ASan/UBSan direct DMG classification runner passes 2/2 for truncated-range `CL_EPARSE` and in-range-callback `CL_EREAD`, while the production-linked dmg_map TCase retains its 9/9 bounded-parser evidence; parser-family qualification and explicit completion evidence remain required
parser	CL_TYPE_EGG	pending	libclamav/scanners.c	encrypted-member heuristic alert-recording failures remain fail-visible; archive and file/block fixed headers plus EOF markers distinguish short ranges (CL_EPARSE) from fully in-range fmap callback failures (CL_EREAD); archive/file comment and other extra-field headers and declared payloads use the same range classification; skippable oversized extra fields advance only after full-span validation, fixed OS/encryption metadata use bounded prefixes, and unaligned index integers use safe readers; compressed block and streamed-block reads preserve truncated-versus-callback failure classes; decoded stored or decompressed block output is CRC-32 checked before successful extraction or nested handoff; archive indexing, block metadata traversal, and streamed decoder loops honor the shared scan deadline; member temporary admission, materialized writes, and nested handoff re-check the shared deadline; EGG member spool close/unlink cleanup now uses the shared cleanup-status precedence helper, preserving CL_EWRITE versus CL_EUNLINK, upgrading CL_BREAK, and retaining detections or earlier parser/resource errors; streaming LZMA cleanup now finalizes only after decoder allocation succeeds, with the bounded-member regression proving injected initialization failure returns CL_EUNPACK, produces no output, and makes no shutdown call; scanner-aware filenames/comments retain native-width ranges, scan UTF-8 directly, and convert other codepages through quota-accounted 64 KiB windows, with an exact codepage-932 converted-signature oracle; scanner-aware metadata-range index growth is charged to the shared contiguous budget and released on every close or allocation failure; only the public legacy string API retains its explicit contiguous boundary; current-source production-linked egg_map passes 7/7 for fixed-header/extra-field range classification, extra-field admission, metadata-index resource failure, bounded oversized skippable fields, bounded LZMA extraction, and direct archive-header field validation; current-source production-linked egg_metadata passes 1/1 for public CL_TYPE_EGG codepage-932 converted-name matching with scan-report matcher and temporary-byte metrics; the current-source GCC ASan/UBSan EGG runner passes 2/2 for valid streamed block CRC and a mismatched CRC returning CL_EUNPACK with sticky incomplete/non-cacheable state; parser-family qualification and complete corpus evidence remain required
parser	CL_TYPE_EGGSFX	pending	libclamav/scanners.c	built-in nonzero-offset EGG-SFX magic in libclamav/filetypes_int.h now reaches CL_TYPE_EGGSFX; current-source production-linked egg_sfx passes 2/2 for fixed-header admission plus a valid prefixed one-file archive whose exact child marker is reached through public map typing, EGG-SFX admission, bounded member streaming, and nested CL_TYPE_EGG dispatch; malformed or unsupported confirmed headers remain fail-visible while weak candidates are rejected; complete EGG/SFX corpus, sanitizer, certified Linux x86-64, materialized large-file, production-CVD/service, Sonic1, parser-family qualification, and explicit completion evidence remain required
parser	CL_TYPE_ELF	pending	libclamav/elf.c	required header/program/section callback failures preserve CL_EREAD while genuinely short metadata remains a parse result; fixed-size metadata requests are range-preflighted so a truncated structure cannot be reclassified as a callback read failure; reserved ELF EI_DATA encodings are rejected before table traversal as fail-visible incomplete parses; ELF32/ELF64 e_ehsize declarations must cover the known class-defined file-header fields and remain within the containing map before program/section-table traversal, while in-map future extension bytes remain permitted; undersized declarations return CL_EFORMAT with sticky incomplete state; active program/section-header working-buffer and native section-metadata table allocation failures now mark required inspection incomplete before returning CL_EMEM; ELF32 implicit program/section-table cursors and derived entry-point file coordinates use native-width containing-file arithmetic across the 4 GiB boundary; ELF64 program/section-table cursor advances reject UINT64_MAX wraparound before the next metadata read; the legacy 32-bit metadata bridge remains explicitly incomplete when needed; metadata-only ELF header, program-table, and section-table phases now check the shared scan deadline before entering each required phase; executable inspection and program/section-header traversal honor the shared scan deadline; bytecode unpacker context allocation failure marks required unpacking incomplete; ELF unpacked-output close/unlink cleanup now uses the shared cleanup-status precedence helper so CL_EWRITE/CL_EUNLINK remain fail-visible, CL_BREAK is upgraded, and detections or earlier parser errors are preserved; broken-executable heuristic alert-recording failures remain fail-visible; the current-source production-linked GCC elf_header_size fixture passes 6/6 across undersized ELF32/ELF64 declarations, out-of-map extensions, and permitted in-map extensions; current-source production-linked elf_map passes 9/9 for null/missing-map, reserved-encoding, truncated-header/program-table, program-header callback, metadata callback boundaries, and declared-table admission without an entry point; the direct current-source ELF64 table-cursor overflow regression passes 2/2 and verifies no wrapped-offset read; the current-source GCC ASan/UBSan ELF version runner passes 2/2 for invalid EI_VERSION and e_version with sticky incomplete/non-cacheable results; the existing mixed production-linked elf case executes 4 tests but retains its pre-existing timeout-test SIGSEGV and is non-authoritative because of the stale internal cli_ctx ABI; an isolated direct current-source cli_scanelf timeout check linked against production shared libraries passes 1/1 for CL_ETIMEOUT, the canonical incomplete reason, and non-cacheability; an isolated direct current-source cli_elfheader metadata-deadline check linked against production shared libraries passes 1/1 for CL_ETIMEOUT, the specific metadata deadline reason, and non-cacheability; the isolated current-source production-linked elf_corpus case passes 1/1 over a complete ELF64 executable description with a bounded PT_LOAD payload and exact segment-offset matching; native-width and parser-family qualification remain required
library	elf-map	pending	libclamav/elf.c	ELF scan and metadata-only parser entries now reject null contexts with CL_ENULLARG and a missing input fmap as an explicit incomplete parse instead of dereferencing unavailable input; null metadata output is rejected before parsing; compiled executable corpus and parser-family qualification remain required
parser	CL_TYPE_GIF	pending	libclamav/gif.c	GIF direct entry distinguishes null context (CL_ENULLARG) from a recognized layer with no fmap (CL_EPARSE plus sticky incomplete state); valid versions are restricted to 87a and 89a before screen/block parsing; required signature, version, descriptor, block-label, extension, LZW minimum-code-size, and image-data reads remain fail-visible; the LZW minimum code size is fixed-range-read and restricted to 2–8 before data sub-block admission; in-range fmap callback failures preserve CL_EREAD while genuinely short structures remain parse results; fixed-size fields are range-preflighted before callback admission; block, extension, and image-data traversal honor the shared scan deadline; the immediate signature probe uses an unlocked fmap view, and checked subtraction-form bounds remain fail-visible; the fixed Graphic Control Extension rejects a non-four-byte declared block size and a nonzero terminator as malformed incomplete/non-cacheable results; GIF Plain Text and Application extensions now require their fixed 12-byte and 11-byte first blocks before sub-block traversal; current-source GCC compiles gif.c warning-clean with production -Wall -Wextra -Wformat-security flags; a coherent current-source production-linked harness passes gif 9/9 across a complete valid one-pixel image, invalid low/high LZW code sizes, injected minimum-code-size read failure, exact missing-trailer classification, null-context, invalid-version, and malformed Graphic Control Extension cases; the focused current-source fixed-extension regression passes 2/2 under GCC and GCC ASan/UBSan; gif_api passes 1/1 for public CL_TYPE_GIF in-range header read failure, and gif_corpus passes 1/1 with a complete image before the trailer and exact nested overlay matching; complete GIF corpus, sanitizer, certified Linux x86-64, materialized large-file, production-CVD/service, Sonic1, and parser-family qualification remain required; a confirmed trailing overlay now requires engine ownership and marks missing-engine handoff incomplete/non-cacheable via test_media_overlays_require_engine; complete GIF/image corpus and final qualification remain required
parser	CL_TYPE_GPT	pending	libclamav/gpt.c	null parser contexts remain CL_ENULLARG, and a recognized GPT parser with no input fmap now returns CL_EPARSE while a valid fmap without the required engine returns CL_ENULLARG before partition limits or nested dispatch; missing-map results mark the layer incomplete and record a sticky reason; in-range sector-size probes, protective-MBR, GPT-header, partition-entry, and intersection-table fmap failures now return CL_EREAD and mark the layer incomplete; primary/secondary header validation preserves operational table-read and deadline failures instead of falling back to a clean secondary-only result; each header copy must also name its physical current LBA and reciprocal backup LBA, so a misplaced secondary copy remains fail-visible while the usable primary walk is preserved; GPT partition-intersection tracking allocation failure now marks the required walk incomplete before returning CL_EMEM; partition-name conversion failures are rendered through an empty-string diagnostic fallback rather than passing NULL to `%s`; GPT table checksums and partition/intersection traversal honor the shared scan deadline; current-source production-linked `partition_map` passes 4/4 for MBR/GPT/APM missing-engine and existing missing-map/native-coordinate boundaries; the current-source production-linked `gpt` case passes 5/5 including the null-context, protective-MBR read failure, sector-size probe read failure, primary-table read failure not hidden by secondary fallback, and invalid-partition bounds; the current-source GCC ASan/UBSan GPT location runner passes 1/1 for a misplaced secondary copy returning CL_EPARSE with sticky incomplete/non-cacheable state; the isolated current-source production-linked `gpt_corpus` case passes 1/1 over a CRC-validated six-sector GPT image with a usable partition and exact nested child matching; complete GPT/partition-image corpus, sanitizer, and explicit completion evidence remain required
parser	CL_TYPE_GRAPHICS	pending	libclamav/scanners.c	BMP and JPEG 2000 direct entries now distinguish null contexts from recognized input with no fmap (CL_EPARSE plus sticky incomplete state); bounded structural header/box admission uses fixed-size reads range-preflighted before callback admission and raw matching is retained; JPEG 2000 box traversal honors the shared scan deadline; the isolated current-source production-linked graphics_api case passes 1/1 for a public CL_TYPE_GRAPHICS in-range callback failure preserving CL_EREAD, clean verdict, and non-cacheability; the isolated current-source production-linked graphics_corpus case passes 1/1 over a structurally complete one-pixel BMP whose exact pixel-offset child marker is detected through CL_TYPE_GRAPHICS; current-source production-linked graphics_map passes 2/2 for BMP and JPEG-2000 null/missing-map admission; other generic graphics without a parser remain explicit incomplete/non-cacheable results when image parsing is enabled; parser-family qualification remains open
parser	CL_TYPE_GZ	pending	libclamav/scanners.c	GZip streaming and legacy fallback input distinguish in-range fmap callback failures (CL_EREAD) from genuine premature EOF/decode failures; bounded output and temporary accounting rejects expired reservations and re-checks the deadline immediately before each materialized write; shared compressed-temp cleanup now preserves CL_EWRITE close and CL_EUNLINK unlink failures, upgrades clean, verified, and CL_BREAK statuses, and preserves detections and earlier parser/resource errors; the legacy zlib fallback now stages exactly the visible fmap range through bounded reads, so nested offsets, memory-backed maps, trailing parent bytes, callback failures, and staging quota/deadline/write/cleanup failures cannot be bypassed by the descriptor-only API; the forced-fallback nested-map regression is registered and the current scanner and test translation units compile with production GCC; a focused current-source production-linked public-API runner passes 1/1 for the forced fallback over a bounded nested fmap, and its GCC ASan/UBSan runner passes 1/1 without a sanitizer finding; current-source production-linked bz_map passes 4/4 for compressed truncation, shared compressed-input read failure, GZip-only input read failure, and HTML input read failure; the six-check bz_core re-run passes 4/6 because both materialized corpus detections return CL_EPARSE under current and pre-change scanner links, so no fresh 6/6 corpus claim is accepted; coherent full-C relink, legacy-fallback read-failure/cleanup/quota coverage, full corpus, certified Linux x86-64, production-CVD/service, materialized large-file, Sonic1, and release evidence remain required
